,codes,id,id_region,insee,label,label_region,lat,lon,name,region,timezone,zip_code
2550,"[{'type': 'CR-CI-CH', 'value': '0087-734251-BV'}]",stop_area:OCE:SA:87734251,admin:3065548extern,43038,Arvant (Bournoncle-Saint-Pierre),Bournoncle-Saint-Pierre (43360),45.365379,3.310483,Arvant,Bournoncle-Saint-Pierre,Europe/Paris,43360
2551,"[{'type': 'CR-CI-CH', 'value': '0087-734269-00'}]",stop_area:OCE:SA:87734269,admin:124562extern,43040,Brioude (Brioude),Brioude (43100),45.300652,3.37867,Brioude,Brioude,Europe/Paris,43100
2552,"[{'type': 'CR-CI-CH', 'value': '0087-734293-00'}]",stop_area:OCE:SA:87734293,admin:1377431extern,43232,Paulhaguet (Salzuit),Salzuit (43230),45.210145,3.50039,Paulhaguet,Salzuit,Europe/Paris,43230
2553,"[{'type': 'CR-CI-CH', 'value': '0087-734301-00'}]",stop_area:OCE:SA:87734301,admin:3064218extern,43132,St-Georges-d'Aurac (Mazeyrat-d'Allier),Mazeyrat-d'Allier (43300),45.160589,3.494699,St-Georges-d'Aurac,Mazeyrat-d'Allier,Europe/Paris,43300
2554,"[{'type': 'CR-CI-CH', 'value': '0087-734319-BV'}]",stop_area:OCE:SA:87734319,admin:3066415extern,43112,Langeac (Langeac),Langeac (43300),45.10122,3.490568,Langeac,Langeac,Europe/Paris,43300
2555,"[{'type': 'CR-CI-CH', 'value': '0087-734335-BV'}]",stop_area:OCE:SA:87734335,admin:3048634extern,43136,Monistrol-d'Allier (Monistrol-d'Allier),Monistrol-d'Allier (43580),44.969625,3.649781,Monistrol-d'Allier,Monistrol-d'Allier,Europe/Paris,43580
2556,"[{'type': 'CR-CI-CH', 'value': '0087-734343-00'}]",stop_area:OCE:SA:87734343,admin:1067838extern,48139,Chapeauroux (Saint-Bonnet-de-Montauroux),Saint-Bonnet-de-Montauroux (48600),44.83807,3.741823,Chapeauroux,Saint-Bonnet-de-Montauroux,Europe/Paris,48600
2557,"[{'type': 'CR-CI-CH', 'value': '0087-734350-00'}]",stop_area:OCE:SA:87734350,admin:403825extern,48080,Langogne (Langogne),Langogne (48300),44.732604,3.857277,Langogne,Langogne,Europe/Paris,48300
2558,"[{'type': 'CR-CI-CH', 'value': '0087-734368-00'}]",stop_area:OCE:SA:87734368,admin:403824extern,48086,Luc (Lozère) (Luc),Luc (48250),44.654086,3.891106,Luc (Lozère),Luc,Europe/Paris,48250
2559,"[{'type': 'CR-CI-CH', 'value': '0087-734426-BV'}]",stop_area:OCE:SA:87734426,admin:126400extern,63453,Vertaizon (Vertaizon),Vertaizon (63910),45.784566,3.288221,Vertaizon,Vertaizon,Europe/Paris,63910
2560,"[{'type': 'CR-CI-CH', 'value': '0087-734442-00'}]",stop_area:OCE:SA:87734442,admin:1189793extern,63195,Lezoux (Lezoux),Lezoux (63190),45.821136,3.385768,Lezoux,Lezoux,Europe/Paris,63190
2561,"[{'type': 'CR-CI-CH', 'value': '0087-734459-00'}]",stop_area:OCE:SA:87734459,admin:120195extern,63276,Pont-de-Dore (Peschadoires),Peschadoires (63920),45.842812,3.490423,Pont-de-Dore,Peschadoires,Europe/Paris,63920
2562,"[{'type': 'CR-CI-CH', 'value': '0087-734475-00'}]",stop_area:OCE:SA:87734475,admin:1189740extern,63430,Thiers (Thiers),Thiers (63300),45.861083,3.543055,Thiers,Thiers,Europe/Paris,63300
2563,"[{'type': 'CR-CI-CH', 'value': '0087-734673-00'}]",stop_area:OCE:SA:87734673,admin:1602669extern,43259,Darsac (Vernassal),Vernassal (43270),45.142186,3.736663,Darsac,Vernassal,Europe/Paris,43270
2564,"[{'type': 'CR-CI-CH', 'value': '0087-734699-00'}]",stop_area:OCE:SA:87734699,admin:120067extern,43157,Le Puy-en-Velay (Le Puy-en-Velay),Le Puy-en-Velay (43000),45.042719,3.892526,Le Puy-en-Velay,Le Puy-en-Velay,Europe/Paris,43000
2565,"[{'type': 'CR-CI-CH', 'value': '0087-734707-00'}]",stop_area:OCE:SA:87734707,admin:1110828extern,43119,Lavoûte-sur-Loire (Lavoûte-sur-Loire),Lavoûte-sur-Loire (43800),45.12129,3.905322,Lavoûte-sur-Loire,Lavoûte-sur-Loire,Europe/Paris,43800
2566,"[{'type': 'CR-CI-CH', 'value': '0087-734715-00'}]",stop_area:OCE:SA:87734715,admin:1448378extern,43230,St-Vincent-le-Château (Saint-Vincent),Saint-Vincent (43800),45.148607,3.918502,St-Vincent-le-Château,Saint-Vincent,Europe/Paris,43800
2567,"[{'type': 'CR-CI-CH', 'value': '0087-734723-00'}]",stop_area:OCE:SA:87734723,admin:1377498extern,43267,Vorey (Vorey),Vorey (43800),45.182871,3.91136,Vorey,Vorey,Europe/Paris,43800
2568,"[{'type': 'CR-CI-CH', 'value': '0087-734731-00'}]",stop_area:OCE:SA:87734731,admin:1109834extern,43049,Chamalières (Chamalières-sur-Loire),Chamalières-sur-Loire (43800),45.205912,3.991971,Chamalières,Chamalières-sur-Loire,Europe/Paris,43800
2569,"[{'type': 'CR-CI-CH', 'value': '0087-734749-00'}]",stop_area:OCE:SA:87734749,admin:390384extern,43162,Retournac (Retournac),Retournac (43130),45.201306,4.036035,Retournac,Retournac,Europe/Paris,43130
2570,"[{'type': 'CR-CI-CH', 'value': '0087-734871-00'}]",stop_area:OCE:SA:87734871,admin:1851586extern,15119,Massiac-Blesle (Massiac),Massiac (15500),45.253698,3.19658,Massiac-Blesle,Massiac,Europe/Paris,15500
2571,"[{'type': 'CR-CI-CH', 'value': '0087-741009-BV'}]",stop_area:OCE:SA:87741009,admin:74386extern,73065,Chambéry-Chal.-les-Eaux (Chambéry),Chambéry (73000),45.571032,5.919799,Chambéry-Chal.-les-Eaux,Chambéry,Europe/Paris,73000
2572,"[{'type': 'CR-CI-CH', 'value': '0087-741074-BV'}]",stop_area:OCE:SA:87741074,admin:75650extern,01138,Culoz (Culoz),Culoz (01350),45.843251,5.778699,Culoz,Culoz,Europe/Paris,01350
2573,"[{'type': 'CR-CI-CH', 'value': '0087-741108-00'}]",stop_area:OCE:SA:87741108,admin:75649extern,73327,Vions-Chanaz (Vions),Vions (73310),45.824379,5.807297,Vions-Chanaz,Vions,Europe/Paris,73310
2574,"[{'type': 'CR-CI-CH', 'value': '0087-741116-00'}]",stop_area:OCE:SA:87741116,admin:74338extern,73085,Chindrieux (Chindrieux),Chindrieux (73310),45.803453,5.846921,Chindrieux,Chindrieux,Europe/Paris,73310
2575,"[{'type': 'CR-CI-CH', 'value': '0087-741132-BV'}]",stop_area:OCE:SA:87741132,admin:74287extern,73008,Aix-les-Bains-le-Revard (Aix-les-Bains),Aix-les-Bains (73100),45.687856,5.909349,Aix-les-Bains-le-Revard,Aix-les-Bains,Europe/Paris,73100
2576,"[{'type': 'CR-CI-CH', 'value': '0087-741140-00'}]",stop_area:OCE:SA:87741140,admin:74296extern,73328,Viviers-du-Lac (Viviers-du-Lac),Viviers-du-Lac (73420),45.648521,5.903318,Viviers-du-Lac,Viviers-du-Lac,Europe/Paris,73420
2577,"[{'type': 'CR-CI-CH', 'value': '0087-741181-BV'}]",stop_area:OCE:SA:87741181,admin:113499extern,73171,Montmélian (Montmélian),Montmélian (73800),45.503058,6.043117,Montmélian,Montmélian,Europe/Paris,73800
2578,"[{'type': 'CR-CI-CH', 'value': '0087-741223-BV'}]",stop_area:OCE:SA:87741223,admin:111301extern,73270,St-Pierre-d'Albigny (Saint-Pierre-d'Albigny),Saint-Pierre-d'Albigny (73250),45.557365,6.156357,St-Pierre-d'Albigny,Saint-Pierre-d'Albigny,Europe/Paris,73250
2579,"[{'type': 'CR-CI-CH', 'value': '0087-741231-00'}]",stop_area:OCE:SA:87741231,admin:122345extern,73068,Chamousset (Chamousset),Chamousset (73390),45.557507,6.206435,Chamousset,Chamousset,Europe/Paris,73390
2580,"[{'type': 'CR-CI-CH', 'value': '0087-741256-BV'}]",stop_area:OCE:SA:87741256,admin:109683extern,73002,Aiguebelle (Aiguebelle),Aiguebelle (73220),45.543658,6.306746,Aiguebelle,Aiguebelle,Europe/Paris,73220
2581,"[{'type': 'CR-CI-CH', 'value': '0087-741280-BV'}]",stop_area:OCE:SA:87741280,admin:122301extern,73109,Epierre-St-Léger (Épierre),Épierre (73220),45.456962,6.292467,Epierre-St-Léger,Épierre,Europe/Paris,73220
2582,"[{'type': 'CR-CI-CH', 'value': '0087-741306-BV'}]",stop_area:OCE:SA:87741306,admin:128283extern,73224,St-Avre-la-Chambre (Saint-Avre),Saint-Avre (73130),45.353095,6.302881,St-Avre-la-Chambre,Saint-Avre,Europe/Paris,73130
2583,"[{'type': 'CR-CI-CH', 'value': '0087-741421-00'}]",stop_area:OCE:SA:87741421,admin:79385extern,73001,Aiguebelette-le-Lac (Aiguebelette-le-Lac),Aiguebelette-le-Lac (73610),45.536298,5.81311,Aiguebelette-le-Lac,Aiguebelette-le-Lac,Europe/Paris,73610
2584,"[{'type': 'CR-CI-CH', 'value': '0087-741439-00'}]",stop_area:OCE:SA:87741439,admin:79388extern,73145,Lépin-le-Lac-la-Bauche (Lépin-le-Lac),Lépin-le-Lac (73610),45.54154,5.764962,Lépin-le-Lac-la-Bauche,Lépin-le-Lac,Europe/Paris,73610
2585,"[{'type': 'CR-CI-CH', 'value': '0087-741454-00'}]",stop_area:OCE:SA:87741454,admin:74535extern,73226,St-Béron-la-Bridoire (Saint-Béron),Saint-Béron (73520),45.503928,5.731894,St-Béron-la-Bridoire,Saint-Béron,Europe/Paris,73520
2586,"[{'type': 'CR-CI-CH', 'value': '0087-741470-00'}]",stop_area:OCE:SA:87741470,admin:74493extern,38315,Pont-de-Beauvoisin (Le Pont-de-Beauvoisin),Le Pont-de-Beauvoisin (38480),45.524535,5.680665,Pont-de-Beauvoisin,Le Pont-de-Beauvoisin,Europe/Paris,38480
2587,"[{'type': 'CR-CI-CH', 'value': '0087-741496-00'}]",stop_area:OCE:SA:87741496,admin:184420extern,38165,Les Abrets-Fitilieu (Fitilieu),Fitilieu (38490),45.542121,5.575467,Les Abrets-Fitilieu,Fitilieu,Europe/Paris,38490
2588,"[{'type': 'CR-CI-CH', 'value': '0087-741504-BV'}]",stop_area:OCE:SA:87741504,admin:146696extern,01452,Virieu-le-Grand-Belley (Virieu-le-Grand),Virieu-le-Grand (01510),45.848308,5.653637,Virieu-le-Grand-Belley,Virieu-le-Grand,Europe/Paris,01510
2589,"[{'type': 'CR-CI-CH', 'value': '0087-741611-00'}]",stop_area:OCE:SA:87741611,admin:111296extern,73129,Grésy-sur-Isère (Grésy-sur-Isère),Grésy-sur-Isère (73460),45.594431,6.25886,Grésy-sur-Isère,Grésy-sur-Isère,Europe/Paris,73460
2590,"[{'type': 'CR-CI-CH', 'value': '0087-741629-00'}]",stop_area:OCE:SA:87741629,admin:111531extern,73121,Frontenex (Frontenex),Frontenex (73460),45.630542,6.314033,Frontenex,Frontenex,Europe/Paris,73460
2591,"[{'type': 'CR-CI-CH', 'value': '0087-741645-BV'}]",stop_area:OCE:SA:87741645,admin:111528extern,73011,Albertville (Albertville),Albertville (73200),45.673177,6.383237,Albertville,Albertville,Europe/Paris,73200
2592,"[{'type': 'CR-CI-CH', 'value': '0087-741694-BV'}]",stop_area:OCE:SA:87741694,admin:128031extern,73187,Notre-Dame-de-Briançon (La Léchère),La Léchère (73260),45.5393,6.468745,Notre-Dame-de-Briançon,La Léchère,Europe/Paris,73260
2593,"[{'type': 'CR-CI-CH', 'value': '0087-741728-00'}]",stop_area:OCE:SA:87741728,admin:129478extern,73181,Moûtiers-Salins-Brides (Moûtiers),Moûtiers (73600),45.48647,6.53138,Moûtiers-Salins-Brides,Moûtiers,Europe/Paris,73600
2594,"[{'type': 'CR-CI-CH', 'value': '0087-741769-00'}]",stop_area:OCE:SA:87741769,admin:110038extern,73006,Aime-la-Plagne (Aime),Aime (73210),45.55436,6.648881,Aime-la-Plagne,Aime,Europe/Paris,73210
2595,"[{'type': 'CR-CI-CH', 'value': '0087-741777-00'}]",stop_area:OCE:SA:87741777,admin:131372extern,73142,Landry (Landry),Landry (73210),45.574197,6.733864,Landry,Landry,Europe/Paris,73210
2596,"[{'type': 'CR-CI-CH', 'value': '0087-741793-00'}]",stop_area:OCE:SA:87741793,admin:128060extern,73054,Bourg-St-Maurice (Bourg-Saint-Maurice),Bourg-Saint-Maurice (73700),45.618514,6.771479,Bourg-St-Maurice,Bourg-Saint-Maurice,Europe/Paris,73700
2597,"[{'type': 'CR-CI-CH', 'value': '0087-742007-BV'}]",stop_area:OCE:SA:87742007,admin:114188extern,73157,Modane (Modane),Modane (73500),45.193552,6.659172,Modane,Modane,Europe/Paris,73500
2598,"[{'type': 'CR-CI-CH', 'value': '0087-742320-BV'}]",stop_area:OCE:SA:87742320,admin:128281extern,73248,St-Jean-de-Maurienne-A. (Saint-Jean-de-Maurienne),Saint-Jean-de-Maurienne (73300),45.277835,6.354194,St-Jean-de-Maurienne-A.,Saint-Jean-de-Maurienne,Europe/Paris,73300
2599,"[{'type': 'CR-CI-CH', 'value': '0087-742361-00'}]",stop_area:OCE:SA:87742361,admin:129440extern,73261,St-Michel-Valloire (Saint-Michel-de-Maurienne),Saint-Michel-de-Maurienne (73140),45.217241,6.471113,St-Michel-Valloire,Saint-Michel-de-Maurienne,Europe/Paris,73140
2600,"[{'type': 'CR-CI-CH', 'value': '0087-743005-BV'}]",stop_area:OCE:SA:87743005,admin:140253extern,01053,Bourg-en-Bresse (Bourg-en-Bresse),Bourg-en-Bresse (01000),46.200119,5.214968,Bourg-en-Bresse,Bourg-en-Bresse,Europe/Paris,01000
2601,"[{'type': 'CR-CI-CH', 'value': '0087-743112-00'}]",stop_area:OCE:SA:87743112,admin:142157extern,01374,St-Martin-du-Mont (Saint-Martin-du-Mont),Saint-Martin-du-Mont (01160),46.09581,5.303043,St-Martin-du-Mont,Saint-Martin-du-Mont,Europe/Paris,01160
2602,"[{'type': 'CR-CI-CH', 'value': '0087-743120-00'}]",stop_area:OCE:SA:87743120,admin:145500extern,01304,Pont-d'Ain (Pont-d'Ain),Pont-d'Ain (01160),46.054,5.334333,Pont-d'Ain,Pont-d'Ain,Europe/Paris,01160
2603,"[{'type': 'CR-CI-CH', 'value': '0087-743146-BV'}]",stop_area:OCE:SA:87743146,admin:145615extern,01007,Ambronay-Priay (Ambronay),Ambronay (01500),46.011633,5.338268,Ambronay-Priay,Ambronay,Europe/Paris,01500
2604,"[{'type': 'CR-CI-CH', 'value': '0087-743302-BV'}]",stop_area:OCE:SA:87743302,admin:140326extern,01072,Ceyzériat (Ceyzériat),Ceyzériat (01250),46.183329,5.325674,Ceyzériat,Ceyzériat,Europe/Paris,01250
2605,"[{'type': 'CR-CI-CH', 'value': '0087-743328-BV'}]",stop_area:OCE:SA:87743328,admin:140257extern,01447,Villereversure (Villereversure),Villereversure (01250),46.194148,5.397523,Villereversure,Villereversure,Europe/Paris,01250
2606,"[{'type': 'CR-CI-CH', 'value': '0087-743336-00'}]",stop_area:OCE:SA:87743336,admin:140084extern,01408,Simandre-sur-Suran (Simandre-sur-Suran),Simandre-sur-Suran (01250),46.220316,5.420952,Simandre-sur-Suran,Simandre-sur-Suran,Europe/Paris,01250
2607,"[{'type': 'CR-CI-CH', 'value': '0087-743344-00'}]",stop_area:OCE:SA:87743344,admin:142544extern,01051,Cize-Bolozon (Bolozon),Bolozon (01450),46.213634,5.453869,Cize-Bolozon,Bolozon,Europe/Paris,01450
2608,"[{'type': 'CR-CI-CH', 'value': '0087-743351-BV'}]",stop_area:OCE:SA:87743351,admin:142506extern,01267,Nurieux (Nurieux-Volognat),Nurieux-Volognat (01460),46.184719,5.527913,Nurieux,Nurieux-Volognat,Europe/Paris,01460
2609,"[{'type': 'CR-CI-CH', 'value': '0087-743526-00'}]",stop_area:OCE:SA:87743526,admin:36209extern,01031,Bellignat (Bellignat),Bellignat (01100),46.238618,5.630446,Bellignat,Bellignat,Europe/Paris,01100
2610,"[{'type': 'CR-CI-CH', 'value': '0087-743534-00'}]",stop_area:OCE:SA:87743534,admin:21541extern,01283,Oyonnax (Oyonnax),Oyonnax (01100),46.259601,5.653252,Oyonnax,Oyonnax,Europe/Paris,01100
2611,"[{'type': 'CR-CI-CH', 'value': '0087-743591-00'}]",stop_area:OCE:SA:87743591,admin:398244extern,39339,Molinges (Molinges),Molinges (39360),46.356953,5.768062,Molinges,Molinges,Europe/Paris,39360
2612,"[{'type': 'CR-CI-CH', 'value': '0087-743633-BV'}]",stop_area:OCE:SA:87743633,admin:140804extern,39478,St-Claude (Saint-Claude),Saint-Claude (39200),46.389922,5.860388,St-Claude,Saint-Claude,Europe/Paris,39200
2613,"[{'type': 'CR-CI-CH', 'value': '0087-743716-BV'}]",stop_area:OCE:SA:87743716,admin:145704extern,01004,Ambérieu-en-Bugey (Ambérieu-en-Bugey),Ambérieu-en-Bugey (01500),45.954003,5.342314,Ambérieu-en-Bugey,Ambérieu-en-Bugey,Europe/Paris,01500
2614,"[{'type': 'CR-CI-CH', 'value': '0087-743740-00'}]",stop_area:OCE:SA:87743740,admin:145675extern,01384,St-Rambert-en-Bugey (Saint-Rambert-en-Bugey),Saint-Rambert-en-Bugey (01230),45.947349,5.438596,St-Rambert-en-Bugey,Saint-Rambert-en-Bugey,Europe/Paris,01230
2615,"[{'type': 'CR-CI-CH', 'value': '0087-743757-00'}]",stop_area:OCE:SA:87743757,admin:148026extern,01416,Tenay-Hauteville (Tenay),Tenay (01230),45.922294,5.500951,Tenay-Hauteville,Tenay,Europe/Paris,01230
2616,"[{'type': 'CR-CI-CH', 'value': '0087-745000-BV'}]",stop_area:OCE:SA:87745000,admin:148542extern,01033,Bellegarde-Gare (Bellegarde-sur-Valserine),Bellegarde-sur-Valserine (01200),46.109697,5.823646,Bellegarde-Gare,Bellegarde-sur-Valserine,Europe/Paris,01200
2617,"[{'type': 'CR-CI-CH', 'value': '0087-745380-00'}]",stop_area:OCE:SA:87745380,admin:140763extern,01308,Pougny-Chancy (Pougny),Pougny (01550),46.144665,5.961358,Pougny-Chancy,Pougny,Europe/Paris,01550
2618,"[{'type': 'CR-CI-CH', 'value': '0087-745414-BV'}]",stop_area:OCE:SA:87745414,admin:90998extern,74288,Valleiry (Valleiry),Valleiry (74520),46.109337,5.967393,Valleiry,Valleiry,Europe/Paris,74520
2619,"[{'type': 'CR-CI-CH', 'value': '0087-745430-BV'}]",stop_area:OCE:SA:87745430,admin:79716extern,74243,St-Julien-en-Genevois (Saint-Julien-en-Genevois),Saint-Julien-en-Genevois (74160),46.142056,6.085524,St-Julien-en-Genevois,Saint-Julien-en-Genevois,Europe/Paris,74160
2620,"[{'type': 'CR-CI-CH', 'value': '0087-745497-BV'}]",stop_area:OCE:SA:87745497,admin:104959extern,74012,Annemasse (Annemasse),Annemasse (74100),46.199223,6.236389,Annemasse,Annemasse,Europe/Paris,74100
2621,"[{'type': 'CR-CI-CH', 'value': '0087-745588-BV'}]",stop_area:OCE:SA:87745588,admin:105361extern,74158,Machilly (Machilly),Machilly (74140),46.251262,6.32818,Machilly,Machilly,Europe/Paris,74140
2622,"[{'type': 'CR-CI-CH', 'value': '0087-745596-BV'}]",stop_area:OCE:SA:87745596,admin:106379extern,74043,Bons-en-Chablais (Bons-en-Chablais),Bons-en-Chablais (74890),46.270025,6.366162,Bons-en-Chablais,Bons-en-Chablais,Europe/Paris,74890
2623,"[{'type': 'CR-CI-CH', 'value': '0087-745620-BV'}]",stop_area:OCE:SA:87745620,admin:106645extern,74210,Perrignier (Perrignier),Perrignier (74550),46.30328,6.424921,Perrignier,Perrignier,Europe/Paris,74550
2624,"[{'type': 'CR-CI-CH', 'value': '0087-745646-BV'}]",stop_area:OCE:SA:87745646,admin:105786extern,74281,Thonon-les-Bains (Thonon-les-Bains),Thonon-les-Bains (74200),46.368974,6.481556,Thonon-les-Bains,Thonon-les-Bains,Europe/Paris,74200
2625,"[{'type': 'CR-CI-CH', 'value': '0087-745679-BV'}]",stop_area:OCE:SA:87745679,admin:105749extern,74119,Evian-les-Bains (Évian-les-Bains),Évian-les-Bains (74500),46.397883,6.577471,Evian-les-Bains,Évian-les-Bains,Europe/Paris,74500
2626,"[{'type': 'CR-CI-CH', 'value': '0087-745828-BV'}]",stop_area:OCE:SA:87745828,admin:75655extern,01118,Seyssel-Corbonod (Corbonod),Corbonod (01420),45.963055,5.831489,Seyssel-Corbonod,Corbonod,Europe/Paris,01420
2627,"[{'type': 'CR-CI-CH', 'value': '0087-746008-BV'}]",stop_area:OCE:SA:87746008,admin:102480extern,74010,Annecy (Annecy),Annecy (74000),45.902052,6.12182,Annecy,Annecy,Europe/Paris,74000
2628,"[{'type': 'CR-CI-CH', 'value': '0087-746107-00'}]",stop_area:OCE:SA:87746107,admin:74291extern,73128,Grésy-sur-Aix (Grésy-sur-Aix),Grésy-sur-Aix (73100),45.724498,5.922131,Grésy-sur-Aix,Grésy-sur-Aix,Europe/Paris,73100
2629,"[{'type': 'CR-CI-CH', 'value': '0087-746115-00'}]",stop_area:OCE:SA:87746115,admin:74339extern,73010,Albens (Albens),Albens (73410),45.786127,5.948551,Albens,Albens,Europe/Paris,73410
2630,"[{'type': 'CR-CI-CH', 'value': '0087-746149-00'}]",stop_area:OCE:SA:87746149,admin:74341extern,74225,Rumilly (Rumilly),Rumilly (74150),45.86305,5.947955,Rumilly,Rumilly,Europe/Paris,74150
2631,"[{'type': 'CR-CI-CH', 'value': '0087-746206-BV'}]",stop_area:OCE:SA:87746206,admin:103391extern,74217,Pringy (Pringy),Pringy (74370),45.939479,6.123372,Pringy,Pringy,Europe/Paris,74370
2632,"[{'type': 'CR-CI-CH', 'value': '0087-746248-00'}]",stop_area:OCE:SA:87746248,admin:75187extern,74137,Groisy-Thorens-la-Caill (Groisy),Groisy (74570),46.011144,6.175761,Groisy-Thorens-la-Caill,Groisy,Europe/Paris,74570
2633,"[{'type': 'CR-CI-CH', 'value': '0087-746305-BV'}]",stop_area:OCE:SA:87746305,admin:75202extern,74224,La Roche-sur-Foron (La Roche-sur-Foron),La Roche-sur-Foron (74800),46.067664,6.303735,La Roche-sur-Foron,La Roche-sur-Foron,Europe/Paris,74800
2634,"[{'type': 'CR-CI-CH', 'value': '0087-746313-00'}]",stop_area:OCE:SA:87746313,admin:75216extern,74250,St-Pierre-en-Faucigny (Saint-Pierre-en-Faucigny),Saint-Pierre-en-Faucigny (74800),46.059334,6.375777,St-Pierre-en-Faucigny,Saint-Pierre-en-Faucigny,Europe/Paris,74800
2635,"[{'type': 'CR-CI-CH', 'value': '0087-746339-00'}]",stop_area:OCE:SA:87746339,admin:75366extern,74042,Bonneville (Bonneville),Bonneville (74130),46.077708,6.416475,Bonneville,Bonneville,Europe/Paris,74130
2636,"[{'type': 'CR-CI-CH', 'value': '0087-746347-00'}]",stop_area:OCE:SA:87746347,admin:75357extern,74164,Marignier (Marignier),Marignier (74970),46.088784,6.507811,Marignier,Marignier,Europe/Paris,74970
2637,"[{'type': 'CR-CI-CH', 'value': '0087-746370-BV'}]",stop_area:OCE:SA:87746370,admin:75352extern,74081,Cluses (Hte-Savoie) (Cluses),Cluses (74300),46.061413,6.58268,Cluses (Hte-Savoie),Cluses,Europe/Paris,74300
2638,"[{'type': 'CR-CI-CH', 'value': '0087-746412-00'}]",stop_area:OCE:SA:87746412,admin:75334extern,74159,Magland (Magland),Magland (74300),46.016919,6.62153,Magland,Magland,Europe/Paris,74300
2639,"[{'type': 'CR-CI-CH', 'value': '0087-746438-00'}]",stop_area:OCE:SA:87746438,admin:75324extern,74256,Sallanches-Comb.Megève (Sallanches),Sallanches (74700),45.935662,6.63647,Sallanches-Comb.Megève,Sallanches,Europe/Paris,74700
2640,"[{'type': 'CR-CI-CH', 'value': '0087-746479-00'}]",stop_area:OCE:SA:87746479,admin:104744extern,74236,St-Gervais-L-B-Le-Fayet (Saint-Gervais-les-Bains),Saint-Gervais-les-Bains (74170),45.906463,6.700717,St-Gervais-L-B-Le-Fayet,Saint-Gervais-les-Bains,Europe/Paris,74170
2641,"[{'type': 'CR-CI-CH', 'value': '0087-746511-00'}]",stop_area:OCE:SA:87746511,admin:109638extern,74220,Reignier (Reignier-Ésery),Reignier-Ésery (74930),46.125611,6.267536,Reignier,Reignier-Ésery,Europe/Paris,74930
2642,"[{'type': 'CR-CI-CH', 'value': '0087-746701-00'}]",stop_area:OCE:SA:87746701,admin:75343extern,74208,Chedde (Passy),Passy (74190),45.926302,6.719793,Chedde,Passy,Europe/Paris,74190
2643,"[{'type': 'CR-CI-CH', 'value': '0087-746719-00'}]",stop_area:OCE:SA:87746719,admin:104826extern,74143,Servoz (Les Houches),Les Houches (74310),45.924475,6.763483,Servoz,Les Houches,Europe/Paris,74310
2644,"[{'type': 'CR-CI-CH', 'value': '0087-746727-00'}]",stop_area:OCE:SA:87746727,admin:104826extern,74143,Vaudagne (Les Houches),Les Houches (74310),45.909014,6.772587,Vaudagne,Les Houches,Europe/Paris,74310
2645,"[{'type': 'CR-CI-CH', 'value': '0087-746735-00'}]",stop_area:OCE:SA:87746735,admin:104826extern,74143,Viaduc-Ste-Marie (Les Houches),Les Houches (74310),45.897088,6.784993,Viaduc-Ste-Marie,Les Houches,Europe/Paris,74310
