,codes,id,id_region,insee,label,label_region,lat,lon,name,region,timezone,zip_code
2444,"[{'type': 'CR-CI-CH', 'value': '0087-722264-BV'}]",stop_area:OCE:SA:87722264,admin:185737extern,69260,Vernaison (Vernaison),Vernaison (69390),45.645639,4.813279,Vernaison,Vernaison,Europe/Paris,69390
2445,"[{'type': 'CR-CI-CH', 'value': '0087-722298-00'}]",stop_area:OCE:SA:87722298,admin:185715extern,69096,Grigny-Le Sablon (Grigny),Grigny (69520),45.607249,4.796141,Grigny-Le Sablon,Grigny,Europe/Paris,69520
2446,"[{'type': 'CR-CI-CH', 'value': '0087-722405-BV'}]",stop_area:OCE:SA:87722405,admin:139203extern,69091,Givors-Ville (Givors),Givors (69700),45.585364,4.766246,Givors-Ville,Givors,Europe/Paris,69700
2447,"[{'type': 'CR-CI-CH', 'value': '0087-722439-BV'}]",stop_area:OCE:SA:87722439,admin:139203extern,69091,Givors-Canal (Givors),Givors (69700),45.595696,4.772496,Givors-Canal,Givors,Europe/Paris,69700
2448,"[{'type': 'CR-CI-CH', 'value': '0087-722538-00'}]",stop_area:OCE:SA:87722538,admin:166067extern,69276,Feyzin (Feyzin),Feyzin (69320),45.665887,4.853075,Feyzin,Feyzin,Europe/Paris,69320
2449,"[{'type': 'CR-CI-CH', 'value': '0087-722546-00'}]",stop_area:OCE:SA:87722546,admin:39072extern,69294,Sérézin (Sérézin-du-Rhône),Sérézin-du-Rhône (69360),45.627171,4.818043,Sérézin,Sérézin-du-Rhône,Europe/Paris,69360
2450,"[{'type': 'CR-CI-CH', 'value': '0087-722561-BV'}]",stop_area:OCE:SA:87722561,admin:178138extern,38087,Chasse-sur-Rhône (Chasse-sur-Rhône),Chasse-sur-Rhône (38670),45.58239,4.794853,Chasse-sur-Rhône,Chasse-sur-Rhône,Europe/Paris,38670
2451,"[{'type': 'CR-CI-CH', 'value': '0087-722579-BV'}]",stop_area:OCE:SA:87722579,admin:169848extern,38544,Estressin (Vienne),Vienne (38200),45.540266,4.868267,Estressin,Vienne,Europe/Paris,38200
2452,"[{'type': 'CR-CI-CH', 'value': '0087-722587-BV'}]",stop_area:OCE:SA:87722587,admin:169848extern,38544,Vienne (Vienne),Vienne (38200),45.521208,4.874308,Vienne,Vienne,Europe/Paris,38200
2453,"[{'type': 'CR-CI-CH', 'value': '0087-722652-00'}]",stop_area:OCE:SA:87722652,admin:168185extern,38378,St-Clair-les-Roches (Saint-Clair-du-Rhône),Saint-Clair-du-Rhône (38370),45.450381,4.769908,St-Clair-les-Roches,Saint-Clair-du-Rhône,Europe/Paris,38370
2454,"[{'type': 'CR-CI-CH', 'value': '0087-722678-00'}]",stop_area:OCE:SA:87722678,admin:168178extern,38298,Le Péage-de-Roussillon (Le Péage-de-Roussillon),Le Péage-de-Roussillon (38550),45.371653,4.795411,Le Péage-de-Roussillon,Le Péage-de-Roussillon,Europe/Paris,38550
2455,"[{'type': 'CR-CI-CH', 'value': '0087-722702-00'}]",stop_area:OCE:SA:87722702,admin:272880extern,69089,Francheville (Francheville),Francheville (69340),45.734485,4.768986,Francheville,Francheville,Europe/Paris,69340
2456,"[{'type': 'CR-CI-CH', 'value': '0087-722710-00'}]",stop_area:OCE:SA:87722710,admin:192398extern,69043,Chaponost (Chaponost),Chaponost (69630),45.69819,4.764146,Chaponost,Chaponost,Europe/Paris,69630
2457,"[{'type': 'CR-CI-CH', 'value': '0087-722728-00'}]",stop_area:OCE:SA:87722728,admin:192382extern,69027,Brignais (Brignais),Brignais (69530),45.673807,4.763727,Brignais,Brignais,Europe/Paris,69530
2458,"[{'type': 'CR-CI-CH', 'value': '0087-722744-00'}]",stop_area:OCE:SA:87722744,admin:252642extern,69244,Alai (Tassin-la-Demi-Lune),Tassin-la-Demi-Lune (69160),45.751949,4.771764,Alai,Tassin-la-Demi-Lune,Europe/Paris,69160
2459,"[{'type': 'CR-CI-CH', 'value': '0087-723197-BV'}]",stop_area:OCE:SA:87723197,admin:120967extern,69383,Lyon-Part-Dieu (Lyon),Lyon 3e Arrondissement (69003),45.76058,4.859438,Lyon-Part-Dieu,Lyon 3e Arrondissement,Europe/Paris,69003
2460,"[{'type': 'CR-CI-CH', 'value': '0087-723320-BV'}]",stop_area:OCE:SA:87723320,admin:164210extern,69259,Vénissieux (Vénissieux),Vénissieux (69200),45.705604,4.887959,Vénissieux,Vénissieux,Europe/Paris,69200
2461,"[{'type': 'CR-CI-CH', 'value': '0087-723353-BV'}]",stop_area:OCE:SA:87723353,admin:164199extern,69290,St-Priest (Saint-Priest),Saint-Priest (69800),45.686645,4.934317,St-Priest,Saint-Priest,Europe/Paris,69800
2462,"[{'type': 'CR-CI-CH', 'value': '0087-723387-BV'}]",stop_area:OCE:SA:87723387,admin:79637extern,38449,St-Quentin-Fallavier (Saint-Quentin-Fallavier),Saint-Quentin-Fallavier (38070),45.638115,5.099952,St-Quentin-Fallavier,Saint-Quentin-Fallavier,Europe/Paris,38070
2463,"[{'type': 'CR-CI-CH', 'value': '0087-723395-00'}]",stop_area:OCE:SA:87723395,admin:76394extern,38537,La Verpillière (La Verpillière),La Verpillière (38290),45.627596,5.150747,La Verpillière,La Verpillière,Europe/Paris,38290
2464,"[{'type': 'CR-CI-CH', 'value': '0087-723429-BV'}]",stop_area:OCE:SA:87723429,admin:78763extern,38053,Bourgoin-Jallieu (Bourgoin-Jallieu),Bourgoin-Jallieu (38300),45.583963,5.273345,Bourgoin-Jallieu,Bourgoin-Jallieu,Europe/Paris,38300
2465,"[{'type': 'CR-CI-CH', 'value': '0087-723452-00'}]",stop_area:OCE:SA:87723452,admin:83814extern,38064,Cessieu (Cessieu),Cessieu (38110),45.561235,5.37564,Cessieu,Cessieu,Europe/Paris,38110
2466,"[{'type': 'CR-CI-CH', 'value': '0087-723478-00'}]",stop_area:OCE:SA:87723478,admin:91235extern,38509,La Tour-du-Pin (La Tour-du-Pin),La Tour-du-Pin (38110),45.56022,5.449549,La Tour-du-Pin,La Tour-du-Pin,Europe/Paris,38110
2467,"[{'type': 'CR-CI-CH', 'value': '0087-723494-00'}]",stop_area:OCE:SA:87723494,admin:226728extern,38357,St-André-le-Gaz (Saint-André-le-Gaz),Saint-André-le-Gaz (38490),45.544501,5.524287,St-André-le-Gaz,Saint-André-le-Gaz,Europe/Paris,38490
2468,"[{'type': 'CR-CI-CH', 'value': '0087-723502-00'}]",stop_area:OCE:SA:87723502,admin:121775extern,69286,Crépieux-la-Pape (Rillieux-la-Pape),Rillieux-la-Pape (69140),45.803916,4.89274,Crépieux-la-Pape,Rillieux-la-Pape,Europe/Paris,69140
2469,"[{'type': 'CR-CI-CH', 'value': '0087-723528-00'}]",stop_area:OCE:SA:87723528,admin:149480extern,01249,Miribel (Miribel),Miribel (01700),45.822059,4.953915,Miribel,Miribel,Europe/Paris,01700
2470,"[{'type': 'CR-CI-CH', 'value': '0087-723536-00'}]",stop_area:OCE:SA:87723536,admin:149445extern,01376,St-Maurice-de-Beynost (Saint-Maurice-de-Beynost),Saint-Maurice-de-Beynost (01700),45.827428,4.977632,St-Maurice-de-Beynost,Saint-Maurice-de-Beynost,Europe/Paris,01700
2471,"[{'type': 'CR-CI-CH', 'value': '0087-723544-BV'}]",stop_area:OCE:SA:87723544,admin:149565extern,01043,Beynost (Beynost),Beynost (01700),45.833892,5.006943,Beynost,Beynost,Europe/Paris,01700
2472,"[{'type': 'CR-CI-CH', 'value': '0087-723569-BV'}]",stop_area:OCE:SA:87723569,admin:147333extern,01262,Montluel (Montluel),Montluel (01120),45.847758,5.057546,Montluel,Montluel,Europe/Paris,01120
2473,"[{'type': 'CR-CI-CH', 'value': '0087-723577-00'}]",stop_area:OCE:SA:87723577,admin:149288extern,01032,La Valbonne (Béligneux),Béligneux (01360),45.849257,5.124993,La Valbonne,Béligneux,Europe/Paris,01360
2474,"[{'type': 'CR-CI-CH', 'value': '0087-723585-00'}]",stop_area:OCE:SA:87723585,admin:147338extern,01244,Meximieux-Pérouges (Meximieux),Meximieux (01800),45.901783,5.193336,Meximieux-Pérouges,Meximieux,Europe/Paris,01800
2475,"[{'type': 'CR-CI-CH', 'value': '0087-723700-BV'}]",stop_area:OCE:SA:87723700,admin:120686extern,69292,Sathonay-Rillieux (Sathonay-Camp),Sathonay-Camp (69580),45.820244,4.87527,Sathonay-Rillieux,Sathonay-Camp,Europe/Paris,69580
2476,"[{'type': 'CR-CI-CH', 'value': '0087-723718-00'}]",stop_area:OCE:SA:87723718,admin:149480extern,01249,Les Echets (Miribel),Miribel (01700),45.874616,4.910813,Les Echets,Miribel,Europe/Paris,01700
2477,"[{'type': 'CR-CI-CH', 'value': '0087-723726-00'}]",stop_area:OCE:SA:87723726,admin:147352extern,01248,Mionnay (Mionnay),Mionnay (01390),45.896765,4.919587,Mionnay,Mionnay,Europe/Paris,01390
2478,"[{'type': 'CR-CI-CH', 'value': '0087-723734-BV'}]",stop_area:OCE:SA:87723734,admin:148029extern,01333,St-André-de-Corcy (Saint-André-de-Corcy),Saint-André-de-Corcy (01390),45.925924,4.948783,St-André-de-Corcy,Saint-André-de-Corcy,Europe/Paris,01390
2479,"[{'type': 'CR-CI-CH', 'value': '0087-723742-00'}]",stop_area:OCE:SA:87723742,admin:147982extern,01371,St-Marcel-en-Dombes (Saint-Marcel),Saint-Marcel (01390),45.95036,4.977512,St-Marcel-en-Dombes,Saint-Marcel,Europe/Paris,01390
2480,"[{'type': 'CR-CI-CH', 'value': '0087-723759-BV'}]",stop_area:OCE:SA:87723759,admin:145620extern,01443,Villars-les-Dombes (Villars-les-Dombes),Villars-les-Dombes (01330),46.004249,5.02841,Villars-les-Dombes,Villars-les-Dombes,Europe/Paris,01330
2481,"[{'type': 'CR-CI-CH', 'value': '0087-723767-00'}]",stop_area:OCE:SA:87723767,admin:145124extern,01235,Marlieux-Chatillon (Marlieux),Marlieux (01240),46.064054,5.073201,Marlieux-Chatillon,Marlieux,Europe/Paris,01240
2482,"[{'type': 'CR-CI-CH', 'value': '0087-723783-00'}]",stop_area:OCE:SA:87723783,admin:142225extern,01383,St-Paul-de-Varax (Saint-Paul-de-Varax),Saint-Paul-de-Varax (01240),46.100051,5.128179,St-Paul-de-Varax,Saint-Paul-de-Varax,Europe/Paris,01240
2483,"[{'type': 'CR-CI-CH', 'value': '0087-723791-BV'}]",stop_area:OCE:SA:87723791,admin:140758extern,01405,Servas-Lent (Servas),Servas (01960),46.130656,5.168123,Servas-Lent,Servas,Europe/Paris,01960
2484,"[{'type': 'CR-CI-CH', 'value': '0087-725002-BV'}]",stop_area:OCE:SA:87725002,admin:2078971extern,71076,Chalon-sur-Saône (Chalon-sur-Saône),Chalon-sur-Saône (71100),46.781561,4.843487,Chalon-sur-Saône,Chalon-sur-Saône,Europe/Paris,71100
2485,"[{'type': 'CR-CI-CH', 'value': '0087-725614-00'}]",stop_area:OCE:SA:87725614,admin:1173312extern,71512,Sennecey-le-Grand (Sennecey-le-Grand),Sennecey-le-Grand (71240),46.640607,4.874257,Sennecey-le-Grand,Sennecey-le-Grand,Europe/Paris,71240
2486,"[{'type': 'CR-CI-CH', 'value': '0087-725622-00'}]",stop_area:OCE:SA:87725622,admin:1277840extern,71543,Tournus (Tournus),Tournus (71700),46.566711,4.906518,Tournus,Tournus,Europe/Paris,71700
2487,"[{'type': 'CR-CI-CH', 'value': '0087-725663-00'}]",stop_area:OCE:SA:87725663,admin:912195extern,71591,Fleurville-Pont-de-Vaux (Fleurville),Fleurville (71260),46.450831,4.884235,Fleurville-Pont-de-Vaux,Fleurville,Europe/Paris,71260
2488,"[{'type': 'CR-CI-CH', 'value': '0087-725671-00'}]",stop_area:OCE:SA:87725671,admin:1771012extern,71513,Senozan (Senozan),Senozan (71260),46.391476,4.870514,Senozan,Senozan,Europe/Paris,71260
2489,"[{'type': 'CR-CI-CH', 'value': '0087-725689-BV'}]",stop_area:OCE:SA:87725689,admin:912201extern,71270,Mâcon-Ville (Mâcon),Mâcon (71000),46.302654,4.825146,Mâcon-Ville,Mâcon,Europe/Paris,71000
2490,"[{'type': 'CR-CI-CH', 'value': '0087-725705-BV'}]",stop_area:OCE:SA:87725705,admin:3412904extern,,Mâcon-Loché-TGV (Mâcon),Loché,46.282892,4.778947,Mâcon-Loché-TGV,Loché,Europe/Paris,
2491,"[{'type': 'CR-CI-CH', 'value': '0087-725713-00'}]",stop_area:OCE:SA:87725713,admin:334259extern,71150,Crêches-sur-Saône (Crêches-sur-Saône),Crêches-sur-Saône (71680),46.246609,4.7839,Crêches-sur-Saône,Crêches-sur-Saône,Europe/Paris,71680
2492,"[{'type': 'CR-CI-CH', 'value': '0087-725721-00'}]",stop_area:OCE:SA:87725721,admin:1531702extern,71090,Pontanevaux (La Chapelle-de-Guinchay),La Chapelle-de-Guinchay (71570),46.21302,4.772876,Pontanevaux,La Chapelle-de-Guinchay,Europe/Paris,71570
2493,"[{'type': 'CR-CI-CH', 'value': '0087-725739-BV'}]",stop_area:OCE:SA:87725739,admin:2634540extern,71372,Romanèche-Thorins (Romanèche-Thorins),Romanèche-Thorins (71570),46.176377,4.7421,Romanèche-Thorins,Romanèche-Thorins,Europe/Paris,71570
2494,"[{'type': 'CR-CI-CH', 'value': '0087-725804-00'}]",stop_area:OCE:SA:87725804,admin:139570extern,01134,Pont-de-Veyle (Crottet),Crottet (01290-01750),46.267821,4.892946,Pont-de-Veyle,Crottet,Europe/Paris,01290;01750
2495,"[{'type': 'CR-CI-CH', 'value': '0087-725820-00'}]",stop_area:OCE:SA:87725820,admin:140027extern,01457,Vonnas (Vonnas),Vonnas (01540),46.22719,4.991743,Vonnas,Vonnas,Europe/Paris,01540
2496,"[{'type': 'CR-CI-CH', 'value': '0087-725838-00'}]",stop_area:OCE:SA:87725838,admin:140023extern,01246,Mézériat (Mézériat),Mézériat (01660),46.234921,5.046566,Mézériat,Mézériat,Europe/Paris,01660
2497,"[{'type': 'CR-CI-CH', 'value': '0087-725846-00'}]",stop_area:OCE:SA:87725846,admin:139614extern,01301,Polliat (Polliat),Polliat (01310),46.24473,5.12383,Polliat,Polliat,Europe/Paris,01310
2498,"[{'type': 'CR-CI-CH', 'value': '0087-725895-00'}]",stop_area:OCE:SA:87725895,admin:105162extern,38151,Echirolles (Échirolles),Échirolles (38130),45.152711,5.719909,Echirolles,Échirolles,Europe/Paris,38130
2499,"[{'type': 'CR-CI-CH', 'value': '0087-726000-BV'}]",stop_area:OCE:SA:87726000,admin:117905extern,42218,St-Etienne-Châteaucreux (Saint-Étienne),Saint-Étienne (42000-42100),45.443376,4.399999,St-Etienne-Châteaucreux,Saint-Étienne,Europe/Paris,42000;42100
2500,"[{'type': 'CR-CI-CH', 'value': '0087-726158-BV'}]",stop_area:OCE:SA:87726158,admin:117905extern,42218,St-Etienne-la-Terrasse (Saint-Étienne),Saint-Étienne (42000-42100),45.464846,4.379532,St-Etienne-la-Terrasse,Saint-Étienne,Europe/Paris,42000;42100
2501,"[{'type': 'CR-CI-CH', 'value': '0087-726174-BV'}]",stop_area:OCE:SA:87726174,admin:117905extern,42218,St-Etienne-le-Clapier (Saint-Étienne),Saint-Étienne (42000-42100),45.437095,4.378405,St-Etienne-le-Clapier,Saint-Étienne,Europe/Paris,42000;42100
2502,"[{'type': 'CR-CI-CH', 'value': '0087-726190-00'}]",stop_area:OCE:SA:87726190,admin:117905extern,42218,St-Etienne-Bellevue (Saint-Étienne),Saint-Étienne (42000-42100),45.417197,4.39266,St-Etienne-Bellevue,Saint-Étienne,Europe/Paris,42000;42100
2503,"[{'type': 'CR-CI-CH', 'value': '0087-726208-BV'}]",stop_area:OCE:SA:87726208,admin:108589extern,42323,Veauche St Galmier (Veauche),Veauche (42340),45.565922,4.293201,Veauche St Galmier,Veauche,Europe/Paris,42340
2504,"[{'type': 'CR-CI-CH', 'value': '0087-726216-BV'}]",stop_area:OCE:SA:87726216,admin:116096extern,42005,Bouthéon (Andrézieux-Bouthéon),Andrézieux-Bouthéon (42160),45.524698,4.27762,Bouthéon,Andrézieux-Bouthéon,Europe/Paris,42160
2505,"[{'type': 'CR-CI-CH', 'value': '0087-726232-BV'}]",stop_area:OCE:SA:87726232,admin:116302extern,42097,La Fouillouse (La Fouillouse),La Fouillouse (42480),45.497921,4.316912,La Fouillouse,La Fouillouse,Europe/Paris,42480
2506,"[{'type': 'CR-CI-CH', 'value': '0087-726307-BV'}]",stop_area:OCE:SA:87726307,admin:122931extern,42207,St-Chamond (Saint-Chamond),Saint-Chamond (42400),45.472517,4.516987,St-Chamond,Saint-Chamond,Europe/Paris,42400
2507,"[{'type': 'CR-CI-CH', 'value': '0087-726331-00'}]",stop_area:OCE:SA:87726331,admin:122935extern,42186,Rive-de-Gier (Rive-de-Gier),Rive-de-Gier (42800),45.524333,4.606365,Rive-de-Gier,Rive-de-Gier,Europe/Paris,42800
2508,"[{'type': 'CR-CI-CH', 'value': '0087-726406-00'}]",stop_area:OCE:SA:87726406,admin:116096extern,42005,Andrézieux (Andrézieux-Bouthéon),Andrézieux-Bouthéon (42160),45.521756,4.255177,Andrézieux,Andrézieux-Bouthéon,Europe/Paris,42160
2509,"[{'type': 'CR-CI-CH', 'value': '0087-726414-BV'}]",stop_area:OCE:SA:87726414,admin:115145extern,42022,Bonson (Bonson),Bonson (42160),45.522165,4.216223,Bonson,Bonson,Europe/Paris,42160
2510,"[{'type': 'CR-CI-CH', 'value': '0087-726422-00'}]",stop_area:OCE:SA:87726422,admin:115080extern,42304,Sury-le-Comtal (Sury-le-Comtal),Sury-le-Comtal (42450),45.529072,4.182426,Sury-le-Comtal,Sury-le-Comtal,Europe/Paris,42450
2511,"[{'type': 'CR-CI-CH', 'value': '0087-726430-00'}]",stop_area:OCE:SA:87726430,admin:109830extern,42285,St-Romain-le-Puy (Saint-Romain-le-Puy),Saint-Romain-le-Puy (42610),45.55454,4.120769,St-Romain-le-Puy,Saint-Romain-le-Puy,Europe/Paris,42610
2512,"[{'type': 'CR-CI-CH', 'value': '0087-726448-BV'}]",stop_area:OCE:SA:87726448,admin:109836extern,42147,Montbrison (Montbrison),Montbrison (42600),45.604461,4.078216,Montbrison,Montbrison,Europe/Paris,42600
2513,"[{'type': 'CR-CI-CH', 'value': '0087-726703-BV'}]",stop_area:OCE:SA:87726703,admin:121972extern,42183,La Ricamarie (La Ricamarie),La Ricamarie (42150),45.403338,4.358202,La Ricamarie,La Ricamarie,Europe/Paris,42150
2514,"[{'type': 'CR-CI-CH', 'value': '0087-726711-BV'}]",stop_area:OCE:SA:87726711,admin:117763extern,42044,Le Chambon-Feugerolles (Le Chambon-Feugerolles),Le Chambon-Feugerolles (42500),45.394767,4.322369,Le Chambon-Feugerolles,Le Chambon-Feugerolles,Europe/Paris,42500
2515,"[{'type': 'CR-CI-CH', 'value': '0087-726729-BV'}]",stop_area:OCE:SA:87726729,admin:121962extern,42095,Firminy (Firminy),Firminy (42700),45.391639,4.286432,Firminy,Firminy,Europe/Paris,42700
2516,"[{'type': 'CR-CI-CH', 'value': '0087-726737-00'}]",stop_area:OCE:SA:87726737,admin:121902extern,42099,Fraisse-Unieux (Fraisses),Fraisses (42490),45.395195,4.260922,Fraisse-Unieux,Fraisses,Europe/Paris,42490
2517,"[{'type': 'CR-CI-CH', 'value': '0087-726760-00'}]",stop_area:OCE:SA:87726760,admin:138426extern,43012,Aurec (Aurec-sur-Loire),Aurec-sur-Loire (43110),45.371123,4.198436,Aurec,Aurec-sur-Loire,Europe/Paris,43110
2518,"[{'type': 'CR-CI-CH', 'value': '0087-726778-00'}]",stop_area:OCE:SA:87726778,admin:3030691extern,43020,Bas-Monistrol (Bas-en-Basset),Bas-en-Basset (43210),45.297662,4.13972,Bas-Monistrol,Bas-en-Basset,Europe/Paris,43210
2519,"[{'type': 'CR-CI-CH', 'value': '0087-726786-00'}]",stop_area:OCE:SA:87726786,admin:138383extern,43025,Pont-de-Lignon (Beauzac),Beauzac (43590),45.260276,4.137958,Pont-de-Lignon,Beauzac,Europe/Paris,43590
2520,"[{'type': 'CR-CI-CH', 'value': '0087-726802-BV'}]",stop_area:OCE:SA:87726802,admin:134383extern,42187,Roanne (Roanne),Roanne (42300),46.040207,4.063134,Roanne,Roanne,Europe/Paris,42300
2521,"[{'type': 'CR-CI-CH', 'value': '0087-726828-00'}]",stop_area:OCE:SA:87726828,admin:134404extern,42071,Le Coteau (Le Coteau),Le Coteau (42120),46.023931,4.0863,Le Coteau,Le Coteau,Europe/Paris,42120
2522,"[{'type': 'CR-CI-CH', 'value': '0087-726851-00'}]",stop_area:OCE:SA:87726851,admin:122542extern,42241,St-Jodard (Saint-Jodard),Saint-Jodard (42590),45.885642,4.125278,St-Jodard,Saint-Jodard,Europe/Paris,42590
2523,"[{'type': 'CR-CI-CH', 'value': '0087-726869-00'}]",stop_area:OCE:SA:87726869,admin:116025extern,42011,Balbigny (Balbigny),Balbigny (42510),45.817781,4.187383,Balbigny,Balbigny,Europe/Paris,42510
2524,"[{'type': 'CR-CI-CH', 'value': '0087-726877-BV'}]",stop_area:OCE:SA:87726877,admin:537428extern,42094,Feurs (Feurs),Feurs (42110),45.744079,4.230444,Feurs,Feurs,Europe/Paris,42110
2525,"[{'type': 'CR-CI-CH', 'value': '0087-726885-00'}]",stop_area:OCE:SA:87726885,admin:106222extern,42149,Montrond-les-Bains (Montrond-les-Bains),Montrond-les-Bains (42210),45.644396,4.248833,Montrond-les-Bains,Montrond-les-Bains,Europe/Paris,42210
2526,"[{'type': 'CR-CI-CH', 'value': '0087-726901-00'}]",stop_area:OCE:SA:87726901,admin:117905extern,42218,St-Etienne-Carnot (Saint-Étienne),Saint-Étienne (42000-42100),45.446813,4.385386,St-Etienne-Carnot,Saint-Étienne,Europe/Paris,42000;42100
2527,"[{'type': 'CR-CI-CH', 'value': '0087-728501-BV'}]",stop_area:OCE:SA:87728501,admin:166065extern,69199,St Fons (Saint-Fons),Saint-Fons (69190),45.705755,4.852559,St Fons,Saint-Fons,Europe/Paris,69190
2528,"[{'type': 'CR-CI-CH', 'value': '0087-730069-BV'}]",stop_area:OCE:SA:87730069,admin:89587extern,77449,Val-d'Europe (Serris),Serris (77700),48.856068,2.775093,Val-d'Europe,Serris,Europe/Paris,77700
2529,"[{'type': 'CR-CI-CH', 'value': '0087-731828-00'}]",stop_area:OCE:SA:87731828,admin:3066317extern,43013,Lachaud-Curmilhac (Vissac-Auteyrac),Vissac-Auteyrac (43300),45.122869,3.610393,Lachaud-Curmilhac,Vissac-Auteyrac,Europe/Paris,43300
2530,"[{'type': 'CR-CI-CH', 'value': '0087-731885-00'}]",stop_area:OCE:SA:87731885,admin:3060842extern,43005,Alleyras (Alleyras),Alleyras (43580),44.918944,3.673546,Alleyras,Alleyras,Europe/Paris,43580
2531,"[{'type': 'CR-CI-CH', 'value': '0087-732008-BV'}]",stop_area:OCE:SA:87732008,admin:79337extern,03310,Vichy (Vichy),Vichy (03200),46.126965,3.430485,Vichy,Vichy,Europe/Paris,03200
2532,"[{'type': 'CR-CI-CH', 'value': '0087-732206-BV'}]",stop_area:OCE:SA:87732206,admin:120092extern,03236,St-Germain-des-Fossés (Saint-Germain-des-Fossés),Saint-Germain-des-Fossés (03260),46.209097,3.430485,St-Germain-des-Fossés,Saint-Germain-des-Fossés,Europe/Paris,03260
2533,"[{'type': 'CR-CI-CH', 'value': '0087-732404-BV'}]",stop_area:OCE:SA:87732404,admin:124960extern,03118,Gannat (Gannat),Gannat (03800),46.097431,3.204875,Gannat,Gannat,Europe/Paris,03800
2534,"[{'type': 'CR-CI-CH', 'value': '0087-734004-BV'}]",stop_area:OCE:SA:87734004,admin:110866extern,63113,Clermont-Ferrand (Clermont-Ferrand),Clermont-Ferrand (63000-63100),45.778567,3.100514,Clermont-Ferrand,Clermont-Ferrand,Europe/Paris,63000;63100
2535,"[{'type': 'CR-CI-CH', 'value': '0087-734038-00'}]",stop_area:OCE:SA:87734038,admin:126435extern,63075,Royat-Chamalières (Chamalières),Chamalières (63400),45.76757,3.061499,Royat-Chamalières,Chamalières,Europe/Paris,63400
2536,"[{'type': 'CR-CI-CH', 'value': '0087-734046-00'}]",stop_area:OCE:SA:87734046,admin:111084extern,63164,Gerzat (Gerzat),Gerzat (63360),45.833314,3.143093,Gerzat,Gerzat,Europe/Paris,63360
2537,"[{'type': 'CR-CI-CH', 'value': '0087-734053-BV'}]",stop_area:OCE:SA:87734053,admin:110293extern,63300,Riom-Châtel-Guyon (Riom),Riom (63200),45.889839,3.120809,Riom-Châtel-Guyon,Riom,Europe/Paris,63200
2538,"[{'type': 'CR-CI-CH', 'value': '0087-734087-00'}]",stop_area:OCE:SA:87734087,admin:111109extern,63284,Pont-du-Château (Pont-du-Château),Pont-du-Château (63430),45.78853,3.238415,Pont-du-Château,Pont-du-Château,Europe/Paris,63430
2539,"[{'type': 'CR-CI-CH', 'value': '0087-734103-00'}]",stop_area:OCE:SA:87734103,admin:122696extern,63068,Pontmort (Cellule),Cellule (63200),45.939483,3.160296,Pontmort,Cellule,Europe/Paris,63200
2540,"[{'type': 'CR-CI-CH', 'value': '0087-734111-00'}]",stop_area:OCE:SA:87734111,admin:124826extern,63013,Aubiat (Aubiat),Aubiat (63260),45.983803,3.16051,Aubiat,Aubiat,Europe/Paris,63260
2541,"[{'type': 'CR-CI-CH', 'value': '0087-734129-00'}]",stop_area:OCE:SA:87734129,admin:112069extern,63001,Aigueperse (Aigueperse),Aigueperse (63260),46.014844,3.197872,Aigueperse,Aigueperse,Europe/Paris,63260
2542,"[{'type': 'CR-CI-CH', 'value': '0087-734152-BV'}]",stop_area:OCE:SA:87734152,admin:135795extern,63124,Sarliève-Cournon (Cournon-d'Auvergne),Cournon-d'Auvergne (63800),45.738698,3.168047,Sarliève-Cournon,Cournon-d'Auvergne,Europe/Paris,63800
2543,"[{'type': 'CR-CI-CH', 'value': '0087-734160-00'}]",stop_area:OCE:SA:87734160,admin:125894extern,63069,Le Cendre-Orcet (Le Cendre),Le Cendre (63670),45.723815,3.188684,Le Cendre-Orcet,Le Cendre,Europe/Paris,63670
2544,"[{'type': 'CR-CI-CH', 'value': '0087-734178-00'}]",stop_area:OCE:SA:87734178,admin:126929extern,63214,Les Martres-de-Veyre (Les Martres-de-Veyre),Les Martres-de-Veyre (63730),45.688169,3.193293,Les Martres-de-Veyre,Les Martres-de-Veyre,Europe/Paris,63730
2545,"[{'type': 'CR-CI-CH', 'value': '0087-734186-00'}]",stop_area:OCE:SA:87734186,admin:126551extern,63457,Vic-le-Comte (Vic-le-Comte),Vic-le-Comte (63270),45.664895,3.207021,Vic-le-Comte,Vic-le-Comte,Europe/Paris,63270
2546,"[{'type': 'CR-CI-CH', 'value': '0087-734194-00'}]",stop_area:OCE:SA:87734194,admin:390948extern,63269,Parent-Coudes-Champeix (Parent),Parent (63270),45.614417,3.216801,Parent-Coudes-Champeix,Parent,Europe/Paris,63270
2547,"[{'type': 'CR-CI-CH', 'value': '0087-734202-BV'}]",stop_area:OCE:SA:87734202,admin:123712extern,63178,Issoire (Issoire),Issoire (63500),45.54395,3.254065,Issoire,Issoire,Europe/Paris,63500
2548,"[{'type': 'CR-CI-CH', 'value': '0087-734228-00'}]",stop_area:OCE:SA:87734228,admin:123714extern,63052,Le Breuil-sur-Couze (Le Breuil-sur-Couze),Le Breuil-sur-Couze (63340),45.467085,3.262138,Le Breuil-sur-Couze,Le Breuil-sur-Couze,Europe/Paris,63340
2549,"[{'type': 'CR-CI-CH', 'value': '0087-734244-BV'}]",stop_area:OCE:SA:87734244,admin:359513extern,63050,Brassac-les-Mines (Brassac-les-Mines),Brassac-les-Mines (63570),45.414096,3.329926,Brassac-les-Mines,Brassac-les-Mines,Europe/Paris,63570
