Project,Version,num_downloads,month
skl2onnx,2019.1,1,201904
pymmails,,135,201805
pyquickhelper,10.9.5,2,201809
mlprodict,,62,201901
pymyinstall,10.12.2,1,201701
teachpyx,16.04,2,201711
scikit-onnxruntime,16.04,1,201903
pyquickhelper,18.0.0,2,201811
jyquickhelper,25,1,201706
onnxruntime,6.2,1,201903
pyensae,,1833,201701
pymyinstall,18.04,1,201809
pymyinstall,10.13.6,1,201812
csharpyml,,116,201809
mlstatpy,18.04,1,201901
pyrsslocal,19.04,1,201906
pyrsslocal,,503,201703
nimbusml,16.04,1851,201903
pymmails,2,1,201611
jupytalk,16.04,2,201902
pyquickhelper,18.10,1,201903
pyquickhelper,12.04,177,201701
tkinterquickhelper,18.04,26,201902
skl2onnx,18.3,1,201904
pyquickhelper,17.10,2,201810
jyquickhelper,v18.9.5,1,201809
pyenbc,16.04,21,201812
jyquickhelper,18.08,1,201809
pymmails,,728,201707
jyquickhelper,,790,201808
pyquickhelper,10.13.5,1,201810
jyquickhelper,10.12,1,201709
onnxruntime,10.14,4,201904
pyquickhelper,10.14.1,12,201812
onnxruntime,,3694,201906
csharpy,,213,201809
pymyinstall,6.10,1,201905
pymyinstall,7.2,1,201802
mlprodict,7,1,201802
jyquickhelper,8,21,201801
tkinterquickhelper,10.13.6,4,201809
pyrsslocal,16.04,22,201904
pyrsslocal,18.1,1,201704
mlstatpy,17.04,2,201706
skl2onnx,10.14.2,8,201903
cpyquickhelper,10.13.6,15,201906
pymmails,,238,201808
papierstat,,219,201901
jyquickhelper,testing,1,201704
jyquickhelper,10.14,8,201902
cpyquickhelper,9,2,201707
pyquickhelper,10.14.1,11,201811
pyquickhelper,10.14,10,201810
tkinterquickhelper,17.10,3,201804
pyensae,15.8,1,201901
pyensae,17.10,1,201807
tkinterquickhelper,27,1,201803
pyquickhelper,2019,1,201903
pyrsslocal,10.10.5,1,201710
pyrsslocal,10.11.4,1,201610
jyquickhelper,14.04,128,201703
pyquickhelper,6,1,201708
pyquickhelper,6,3,201807
pymyinstall,,4085,201603
pyrsslocal,10.13.2,2,201811
cpyquickhelper,18.04,1,201903
skl2onnx,10.14.4,1578,201904
pyquickhelper,19,1,201810
pyquickhelper,9,1,201708
tkinterquickhelper,3.5.2,1,201705
tkinterquickhelper,10.13.1,1,201711
mlprodict,17.04,1,201801
jyquickhelper,10.9.5,1,201706
mlstatpy,18.04,2,201810
pyensae,8,4,201801
pyquickhelper,9,1,201802
pyquickhelper,7.2,1,201904
jyquickhelper,,386,201804
pymyinstall,14.04,10,201901
jyquickhelper,10.13.4,2,201804
pyquickhelper,10.13.2,1,201804
pysqllike,16.04,2,201905
jyquickhelper,16.04,40,201804
onnxruntime,17.10,2,201901
skl2onnx,12.2,1,201903
pyquickhelper,16.10,1,201611
onnxruntime,16.04,8791,201904
pymyinstall,jessie/sid,2,201606
pyquickhelper,6,1,201811
teachpyx,18.04,3,201905
pysqllike,7.4.1708,1,201812
pyquickhelper,jessie/sid,70,201705
mlstatpy,10.12,1,201810
pyquickhelper,stretch/sid,2,201609
skl2onnx,7.4,1,201905
jyquickhelper,18,1,201704
scikit-onnxruntime,,266,201904
pymyinstall,16.04,4,201801
pyensae,16.04,87,201810
pyensae,16.04,4,201801
pymmails,7.4.1708,1,201812
pyensae,10.14.4,12,201905
pymyinstall,9,18,201812
pyenbc,,76,201905
nimbusml,10.12.6,3,201811
pyensae,10.11.5,1,201612
pyrsslocal,14.1,1,201710
pyensae,,1304,201802
pyquickhelper,16.04,13,201710
pymyinstall,16.04,43,201807
mlstatpy,12.04,37,201705
tkinterquickhelper,17.1.6,1,201804
pyensae,16.04,12,201704
mlstatpy,26,1,201802
csharpy,14.04,2,201812
pyrsslocal,10.12.2,1,201612
manydataapi,9,16,201808
pyensae,14.04,6,201806
pyquickhelper,7,1,201611
pymyinstall,10.12.3,1,201709
pyensae,24,1,201906
pyquickhelper,10.12.6,3,201711
pysqllike,8,1,201611
mlstatpy,14.04,19,201801
pymmails,16.04,2,201703
mlinsights,10.12.6,1,201901
pyrsslocal,14.04,40,201706
pyquickhelper,6,2,201808
mlstatpy,8,3,201801
pyquickhelper,14.04,22,201811
mlstatpy,10.12,1,201709
pymmails,,807,201711
jyquickhelper,8,17,201802
pymyinstall,10.11.6,2,201709
lightmlboard,9,6,201711
jyquickhelper,12.04,13,201707
onnxruntime,rolling,12,201902
jyquickhelper,10.12.6,1,201707
mlstatpy,14.04,21,201805
jyquickhelper,7.6,2,201904
pyenbc,,92,201801
jyquickhelper,18.1,1,201704
jyquickhelper,wheezy/sid,68,201702
sparkouille,,76,201810
lightmlboard,18.04,2,201901
pyensae,4.5,1,201902
pyensae,10.13.6,16,201902
pyquickhelper,rolling,1,201704
onnxruntime,10.13.3,2,201905
jyquickhelper,10.11.6,2,201703
pyensae,10.14.5,5,201906
pyrsslocal,16.10,1,201702
pymyinstall,14.04,18,201808
pyensae,15.5,1,201801
pymmails,10.14,1,201809
pymmails,,2146,201610
pymyinstall,10.8.5,1,201711
tkinterquickhelper,18.04,21,201904
pyquickhelper,18.0.3,1,201903
onnxruntime,6.10,2,201812
pyensae,16.04,5,201803
pyquickhelper,15.7,1,201809
skl2onnx,stretch/sid,2493,201904
papierstat,18.04,3,201901
mlinsights,18.04,10,201904
pyquickhelper,10.14.1,2,201902
jyquickhelper,14.04,30,201901
tkinterquickhelper,18.0.3,1,201903
pyensae,10.12.6,1,201804
jupytalk,,290,201905
mlstatpy,16.04,17,201807
mlstatpy,,919,201607
tkinterquickhelper,16.04,6,201804
pymyinstall,10.13.4,2,201809
pyensae,19.04,1,201906
nimbusml,18.10,2,201812
pyquickhelper,10.11.6,1,201710
jyquickhelper,15.6,1,201807
pymyinstall,wheezy/sid,130,201606
pyrsslocal,10.11.6,2,201609
pymmails,8,1,201802
pyquickhelper,10.13.4,5,201810
pyensae,14.04,18,201811
nimbusml,14.04,2,201904
pyquickhelper,10.13.2,1,201809
pyquickhelper,10.13.5,2,201809
mlinsights,9,1,201812
jyquickhelper,6.0,1,201809
mlinsights,16.04,82,201808
pymyinstall,10.13.6,1,201901
jyquickhelper,10.12.6,4,201903
pymmails,12.04,62,201611
pyensae,,2522,201611
cpyquickhelper,6.7,1,201711
pymmails,18.04,3,201901
pyensae,10.13.4,1,201808
pymyinstall,10.12.1,1,201612
onnxruntime,16.04,2233,201810
pyquickhelper,stretch/sid,2,201707
jyquickhelper,10.11.4,1,201701
tkinterquickhelper,testing,1,201810
pyensae,18.04,10,201809
pyquickhelper,18,2,201704
pyquickhelper,10.14.1,1,201903
jyquickhelper,10.13.4,3,201810
pyquickhelper,1.6,1,201712
pyquickhelper,10.12,4,201610
pyensae,16.04,159,201808
jyquickhelper,17.04,1,201805
pyrsslocal,,396,201708
pyquickhelper,6,5,201803
onnxruntime,6.8,1,201904
jupytalk,,79,201807
pyquickhelper,18.10,10,201902
pyensae,,1755,201702
jyquickhelper,2018,1,201809
tkinterquickhelper,5.3,1,201810
tkinterquickhelper,,413,201709
jyquickhelper,16.04,749,201903
pyquickhelper,8,20,201712
jupytalk,42.1,1,201701
pymyinstall,16.04,38,201810
pymyinstall,8.4,1,201605
sparkouille,16.04,2,201812
mlstatpy,10.13.4,1,201805
mlstatpy,14.04,7,201807
pyquickhelper,10.13.2,3,201712
manydataapi,10.14.4,1,201904
jyquickhelper,19,1,201904
pyquickhelper,16.04,4,201711
jyquickhelper,16.04,280,201904
pymyinstall,17.04,1,201705
pyensae,8,1,201802
pymmails,8,7,201707
pyquickhelper,18.08.32,4,201906
pyrsslocal,10.12.6,5,201809
jupytalk,10.13.5,1,201901
pyrsslocal,14.04,1,201806
pymmails,10.12.6,2,201711
teachpyx,8,1,201708
csharpyml,16.04,4,201902
pyrsslocal,,73,201803
teachpyx,16.04,1,201903
pymyinstall,10.13.5,1,201812
papierstat,16.04,3,201903
pymyinstall,10.13.6,4,201809
csharpyml,,98,201901
jupytalk,17.04,1,201707
onnxruntime,10.14,3,201905
lightmlrestapi,,49,201804
tkinterquickhelper,16.04,3,201711
pyquickhelper,14.04,1,201607
onnxruntime,14.04,159,201811
jyquickhelper,27,1,201711
jyquickhelper,10.14.4,1,201906
mlstatpy,10.13.4,2,201810
pyrsslocal,,84,201805
pyensae,14.04,30,201809
tkinterquickhelper,5.0,1,201810
skl2onnx,28,1,201905
pyrsslocal,7.3.1611,1,201702
mlinsights,10.13.6,1,201809
pyquickhelper,15.5 Beta,1,201711
mlstatpy,7.2,1,201802
pyquickhelper,10.10.5,4,201705
mlstatpy,10.11.6,2,201709
pyensae,10.11.6,1,201607
pyquickhelper,16.10,2,201711
pyenbc,,105,201810
tkinterquickhelper,18.04,34,201905
pyquickhelper,10.14.3,12,201902
csharpy,18.04,1,201903
jyquickhelper,10.11.3,1,201611
pyquickhelper,2017.09,2,201805
jyquickhelper,10.10.5,3,201705
mlstatpy,16.04,53,201811
tkinterquickhelper,18.04,4,201805
pyquickhelper,14.04,469,201708
tkinterquickhelper,7,1,201902
pyenbc,14.04,15,201803
pyrsslocal,14.04,3,201610
mlinsights,10.13.3,1,201804
pysqllike,,961,201607
pyquickhelper,6.10,2,201902
pyrsslocal,,272,201707
mlstatpy,18.04,10,201904
pyquickhelper,12.04,100,201611
pymyinstall,,1923,201707
tkinterquickhelper,10.13,2,201710
scikit-onnxruntime,18.04,1,201903
pyensae,8,1,201702
mlstatpy,9,23,201901
pyquickhelper,10.14.5,8,201906
pymyinstall,10.12.4,1,201712
pyquickhelper,10.8.5,1,201711
pyquickhelper,10.10.5,1,201812
pyenbc,16.04,22,201902
pymmails,18.04,1,201805
pyquickhelper,14.04,50,201902
mlstatpy,15.0,1,201811
papierstat,16.04,2,201906
pyquickhelper,20180302,1,201803
pymmails,10.14,1,201902
jyquickhelper,10.13.3,2,201812
pyrsslocal,jessie/sid,2,201610
pyrsslocal,10.8.5,1,201711
manydataapi,,120,201811
pymmails,10.8.5,1,201711
jupytalk,10.12.5,1,201707
tkinterquickhelper,27,1,201711
pyensae,jessie/sid,3,201601
mlstatpy,10.12.6,1,201708
jyquickhelper,12,1,201903
pymyinstall,,1631,201612
cpyquickhelper,,425,201810
tkinterquickhelper,17.10,1,201812
pysqllike,,129,201811
pyrsslocal,,300,201710
tkinterquickhelper,18.10,1,201903
pyquickhelper,10.12.3,1,201709
pyrsslocal,19.04,1,201905
pyensae,5.3,1,201901
pyquickhelper,jessie/sid,10,201609
tkinterquickhelper,18.04,27,201903
pyquickhelper,15.9,1,201901
mlinsights,8,1,201809
pyensae,10.14.3,1,201901
mlstatpy,7,1,201802
pymyinstall,10.11.1,1,201610
mlstatpy,,43,201906
pyensae,10.11.6,1,201701
jyquickhelper,9,307,201904
pyrsslocal,18.04,2,201810
tkinterquickhelper,10.13.6,1,201807
mlstatpy,16.04,2,201710
pyensae,stretch/sid,1,201801
onnxruntime,7.4.1708,1,201904
lightmlboard,,254,201804
mlstatpy,6.2,1,201609
pyensae,,779,201803
pyquickhelper,10.12,1,201609
onnxruntime,17.04,1,201811
jyquickhelper,10.9.5,2,201809
pyquickhelper,10.11.6,6,201704
jyquickhelper,10.14,12,201903
pymmails,10.10.5,3,201709
cpyquickhelper,,90,201805
skl2onnx,2.6,1,201904
pyquickhelper,7,23,201808
pyrsslocal,2,1,201610
pyenbc,,50,201807
jyquickhelper,17.04,1,201709
pyrsslocal,6.2,2,201608
pyensae,18.04,9,201812
onnxruntime,10.14.3,21,201902
pymyinstall,8,1,201902
tkinterquickhelper,18.0.2,1,201902
pyquickhelper,10.12.1,1,201712
tkinterquickhelper,10.13.6,2,201812
jyquickhelper,14.04,31,201809
pymmails,,465,201702
jyquickhelper,,556,201612
manydataapi,18.04,8,201905
pymyinstall,7,1,201808
pyensae,17.04,1,201804
lightmlboard,9,2,201901
pymmails,10.11.2,2,201709
pyensae,6.8,1,201809
onnxruntime,7.3,1,201905
teachpyx,16.04,1,201801
manydataapi,16.04,66,201808
jyquickhelper,15.8,1,201901
pyrsslocal,16.04,43,201812
pyquickhelper,7,14,201905
lightmlrestapi,18.04,1,201904
pyquickhelper,,5429,201707
pyensae,14.04,47,201702
onnxruntime,18.10,10,201906
pymyinstall,9,1,201802
jupytalk,10.12.2,1,201707
jyquickhelper,10.12.6,6,201809
pyquickhelper,9,174,201905
pyquickhelper,10.11.2,1,201601
tkinterquickhelper,16.04,20,201811
jyquickhelper,10.12.6,4,201901
tkinterquickhelper,16.04,76,201902
jupytalk,,1384,201608
pymmails,10.12.5,1,201708
jyquickhelper,10.14.3,14,201902
pyquickhelper,10.11,1,201602
pyrsslocal,18.04,2,201811
lightmlboard,,358,201901
pyquickhelper,10.10.5,1,201809
pyrsslocal,14.04,60,201710
skl2onnx,,39314,201905
skl2onnx,18.04,2,201901
mlstatpy,16.10,1,201805
pyquickhelper,15.9,1,201903
pyquickhelper,25,1,201706
pyquickhelper,10.14.1,2,201905
pyrsslocal,wheezy/sid,7,201611
pyensae,10.13.1,1,201903
pyquickhelper,10.11.6,1,201905
jyquickhelper,20190310,1,201903
pymyinstall,15.10,1,201611
pyquickhelper,10.12.5,1,201808
pyensae,15.5,1,201802
pyrsslocal,,481,201702
pymmails,10.12.6,4,201809
csharpy,18.04,1,201810
pyensae,10.14.1,11,201812
pyquickhelper,rolling,1,201705
pysqllike,,237,201706
pymmails,stretch/sid,1,201606
pymmails,16.04,89,201903
pyquickhelper,12.04,1,201807
pyrsslocal,14.1,1,201609
pyquickhelper,10.14.3,28,201903
jupytalk,9,2,201901
pyquickhelper,18,1,201807
mlstatpy,,468,201802
skl2onnx,3.8.2,1,201902
jyquickhelper,10.11.6,2,201609
pyquickhelper,7,22,201806
tkinterquickhelper,9,2,201803
csharpy,14.04,12,201808
tkinterquickhelper,10.13.3,5,201803
pyensae,16.04,6,201706
skl2onnx,18.04,205,201904
pymmails,42.1,1,201701
csharpy,14.04,2,201902
pyensae,10.12.4,1,201712
jyquickhelper,,656,201611
onnxruntime,7.1,1,201905
mlstatpy,10.13.3,1,201802
jyquickhelper,19,1,201811
pyensae,10.11.6,2,201901
cpyquickhelper,6.6,1,201801
skl2onnx,10.14.2,4,201902
mlstatpy,8,1,201702
lightmlboard,,116,201906
pyensae,7.6,1,201901
jupytalk,10.12.6,1,201711
pymmails,,967,201701
jyquickhelper,5.3,1,201810
onnxruntime,unstable,1,201904
tkinterquickhelper,18.1,2,201707
pymyinstall,unstable,1,201612
pyquickhelper,16.04,11,201804
onnxruntime,17.04,1,201812
pyquickhelper,18.04,17,201906
lightmlboard,,406,201905
tkinterquickhelper,18.04,3,201806
tkinterquickhelper,,299,201801
tkinterquickhelper,10.12.3,1,201706
jyquickhelper,10.13.4,1,201905
tkinterquickhelper,2.0,1,201712
nimbusml,4.0,1,201904
pymyinstall,8,1,201810
onnxruntime,10.13.6,1863,201905
mlstatpy,,404,201707
mlinsights,10.9.5,1,201809
onnxruntime,18.2,1,201905
jyquickhelper,,947,201703
mlprodict,16.04,4,201809
pyensae,10.12.6,1,201801
pysqllike,8,1,201802
mlinsights,,786,201810
pyensae,,467,201805
skl2onnx,18.0.4,2,201905
papierstat,9,1,201812
pyensae,14.04,3,201610
tkinterquickhelper,14.04,16,201805
mlinsights,9,2,201711
tkinterquickhelper,,556,201903
tkinterquickhelper,16.04,360,201903
pyensae,7.3,1,201705
pysqllike,16.04,3,201807
pyquickhelper,18.04,4,201807
pyquickhelper,17.04,1,201809
pymyinstall,10.13.6,1,201808
pyquickhelper,wheezy/sid,253,201606
pymyinstall,12.04,16,201707
pymmails,14.04,27,201702
jyquickhelper,6.9,1,201802
manydataapi,,115,201905
jyquickhelper,8,3,201706
pyenbc,10.13.2,2,201810
nimbusml,10.14,1,201902
pyenbc,16.04,1,201802
pyquickhelper,14.04,2,201903
pymyinstall,16.04,3,201705
pymyinstall,16.04,93,201905
mlstatpy,16.04,20,201904
pyquickhelper,10.14.3,10,201905
jyquickhelper,10.13.1,5,201711
manydataapi,10.14.2,2,201901
mlstatpy,10.11.6,2,201610
tkinterquickhelper,14.04,8,201807
onnxruntime,stable-updates,1,201812
skl2onnx,18.04,99,201906
jyquickhelper,7,14,201905
lightmlrestapi,9,1,201807
pyquickhelper,7,54,201901
pyquickhelper,6,15,201610
csharpyml,,39,201807
jyquickhelper,17.1.12,1,201810
skl2onnx,18.2,1,201906
onnxruntime,29,4,201903
mlinsights,10.13.6,2,201810
pyensae,10.13.2,1,201809
pyquickhelper,17.10,3,201803
pyquickhelper,17.10,3,201802
pysqllike,18.04,2,201901
onnxruntime,10.13.1,3,201906
jyquickhelper,10.7.4,1,201609
pyquickhelper,10.12.4,2,201705
pymmails,10.11.6,2,201609
jyquickhelper,18.3,2,201808
pyquickhelper,,1477,201905
tkinterquickhelper,18.0.4,1,201903
onnxruntime,2018.03,2,201906
pyquickhelper,rolling,1,201901
lightmlboard,9,2,201903
jyquickhelper,,316,201807
jyquickhelper,10.14.5,8,201905
pymyinstall,10.14.3,1,201904
onnxruntime,14.04,70,201904
pymmails,10.13.2,2,201810
pyensae,6.2,2,201608
jyquickhelper,10,1,201906
skl2onnx,2.6,1,201902
skl2onnx,,20933,201903
pyquickhelper,20180222,1,201802
manydataapi,,78,201904
teachpyx,18.04,4,201903
pymmails,wheezy/sid,159,201609
skl2onnx,,12178,201906
pyensae,10.11.2,1,201601
pyquickhelper,14.04,187,201804
pymmails,7.2.1511,1,201602
pymmails,8,1,201709
jyquickhelper,18.2,1,201710
pyrsslocal,10.10.3,1,201812
mlinsights,10.14.2,1,201903
pymyinstall,9,4,201809
cpyquickhelper,,442,201709
mlstatpy,16.04,122,201901
pyquickhelper,19,1,201812
pymyinstall,12.04,53,201702
pyquickhelper,6.7,1,201705
mlinsights,10.12.6,1,201802
jyquickhelper,10.12.3,1,201705
pyensae,10.12.6,2,201901
pyensae,,2381,201707
pysqllike,16.04,4,201809
pyquickhelper,,1306,201803
pymmails,16.04,141,201901
pyrsslocal,10.12.1,2,201612
pyquickhelper,14.04,275,201709
lightmlrestapi,16.04,5,201903
pysqllike,9,2,201903
pyquickhelper,14.04,36,201806
jyquickhelper,7.6,3,201905
pymmails,9,62,201808
jyquickhelper,7,5,201804
pyensae,stretch/sid,2,201609
pymmails,10.11.6,1,201805
csharpy,7,1,201811
pyensae,14.04,84,201801
pymyinstall,16.04,11,201704
pysqllike,16.04,1,201704
pyquickhelper,10.11.3,1,201705
mlinsights,,202,201805
skl2onnx,10.14.1,2,201906
pyensae,27,1,201803
pymyinstall,16.04,19,201906
tkinterquickhelper,18.08,3,201902
pyrsslocal,,149,201903
pyenbc,16.04,19,201903
pyquickhelper,10.10.5,1,201906
tkinterquickhelper,16.04,211,201901
pyquickhelper,18.3,2,201804
mlstatpy,10.13.6,3,201810
mlstatpy,9,2,201905
mlstatpy,10.14.2,2,201901
pyquickhelper,10.13.3,2,201812
pymmails,12.04,1,201710
pyrsslocal,14.04,1,201606
pyensae,14.04,1,201605
manydataapi,18,1,201902
pymyinstall,14.04,128,201711
tkinterquickhelper,,402,201904
lightmlrestapi,,2588,201812
pyensae,wheezy/sid,22,201601
mlstatpy,,1202,201608
pyrsslocal,9,2,201905
mlstatpy,10.12.3,1,201703
csharpyml,8,1,201805
onnxruntime,10.14.2,18,201902
pyrsslocal,7,1,201802
jyquickhelper,8.6,1,201611
pyensae,10.12.2,1,201706
pymmails,19.04,1,201906
tkinterquickhelper,1,1,201706
pymyinstall,14.04,132,201712
pyquickhelper,2018.03,2,201901
pyensae,7,4,201812
pysqllike,,202,201705
mlinsights,18.04,2,201902
skl2onnx,17.10,2,201903
pyrsslocal,testing,1,201704
manydataapi,10.10.5,1,201812
jyquickhelper,16.10,2,201706
mlstatpy,10.12.5,1,201708
pymmails,10.11.1,1,201601
csharpy,,95,201806
pyquickhelper,18.0.4,1,201906
pyensae,14.04,48,201803
pyquickhelper,10.13.6,4,201808
pyensae,29,3,201902
pyensae,10.12.6,2,201707
jyquickhelper,10.12.4,2,201706
onnxruntime,5.3,1,201812
papierstat,18.04,1,201902
pyquickhelper,10.12.1,1,201706
pyrsslocal,10.12,1,201810
pyquickhelper,10.13.1,4,201711
onnxruntime,17.10,1,201811
jyquickhelper,18.1,1,201708
jyquickhelper,18.10,4,201901
lightmlboard,16.04,1,201905
jyquickhelper,rolling,1,201701
onnxruntime,16.04,4201,201906
onnxruntime,30,1,201905
nimbusml,10.12.6,4,201905
skl2onnx,10.14.4,5,201903
jyquickhelper,26,1,201712
tkinterquickhelper,7,2,201707
pymyinstall,10.14,1,201810
cpyquickhelper,16.04,2,201812
pyensae,8,1,201808
pyrsslocal,12.04,35,201705
pyrsslocal,10.13,2,201710
pyensae,10.14.2,2,201904
pyensae,14.04,69,201705
pyensae,jessie/sid,2,201706
jyquickhelper,8,49,201903
onnxruntime,18.04,235,201903
papierstat,16.04,4,201809
scikit-onnxruntime,,810,201902
tkinterquickhelper,10.12.6,1,201708
pyensae,7.3,1,201701
mlstatpy,16.04,2,201706
pyensae,16.10,1,201805
jyquickhelper,testing,1,201710
pymmails,16.04,45,201811
pyquickhelper,17.04,3,201710
jyquickhelper,9,168,201902
pyquickhelper,6,12,201612
pyquickhelper,6,21,201709
jyquickhelper,10.10.5,1,201611
pyquickhelper,8,41,201802
pyenbc,,145,201809
pyensae,14.04,1,201601
pyquickhelper,8,55,201709
teachpyx,18.04,3,201812
papierstat,17.10,1,201809
onnxruntime,10.14.3,5,201906
pyquickhelper,16.10,1,201805
jyquickhelper,6.10,2,201902
jyquickhelper,8,1,201906
lightmlrestapi,,223,201902
pyrsslocal,10.11.6,1,201705
manydataapi,18.04,2,201811
nimbusml,9,4883,201905
pyensae,,7935,201607
pyquickhelper,stretch/sid,7,201711
mlstatpy,16.04,75,201903
pyrsslocal,10.14.4,1,201904
pyenbc,18.04,5,201905
tkinterquickhelper,10.14,1,201807
pyrsslocal,10.13.2,1,201711
jyquickhelper,17.10,2,201810
pyquickhelper,9,199,201901
jyquickhelper,,183,201806
pyensae,10.13.6,2,201807
jyquickhelper,10.10.5,2,201610
pyquickhelper,testing,1,201704
jyquickhelper,10.13.1,2,201801
nimbusml,buster/sid,1,201906
pyquickhelper,14.04,116,201810
nimbusml,16.04,7952,201904
tkinterquickhelper,1.6,1,201807
teachpyx,16.04,1,201905
pyquickhelper,5.11,1,201606
pyensae,12,1,201903
jyquickhelper,3.5.2,1,201705
pyensae,stretch/sid,2,201610
tkinterquickhelper,18.3,2,201811
jyquickhelper,,482,201805
onnxruntime,18.04,68,201901
tkinterquickhelper,10.14.3,8,201903
pyenbc,10.9.5,2,201809
pyenbc,8,2,201802
pyquickhelper,6.9,1,201809
pyquickhelper,16.04,379,201808
pymmails,16.04,49,201809
pyensae,rolling,1,201704
papierstat,10.13.4,1,201809
lightmlboard,,484,201810
papierstat,10.13.6,1,201905
mlinsights,,1049,201711
manydataapi,10.14,1,201810
tkinterquickhelper,18.08,5,201903
jupytalk,2,1,201611
jyquickhelper,2,2,201804
pymyinstall,12.04,63,201611
pyquickhelper,7.4,5,201902
pyensae,10.12.6,2,201712
pymyinstall,6.10,1,201902
mlinsights,9,1,201802
lightmlrestapi,9,5,201901
tkinterquickhelper,26,3,201803
pymyinstall,10.12,1,201810
pyquickhelper,6.9,1,201902
tkinterquickhelper,18.10,2,201905
pymyinstall,10.12.6,2,201710
jyquickhelper,18.08,5,201903
onnxruntime,18.0.2,1,201901
jyquickhelper,,957,201903
pyensae,jessie/sid,8,201609
pyquickhelper,,1858,201811
jyquickhelper,18.1,2,201712
pyrsslocal,10.10.5,3,201709
pymyinstall,16.04,3,201702
pysqllike,,52,201806
manydataapi,18.10,1,201812
pyensae,18.1,2,201712
tkinterquickhelper,14.04,1,201905
pymmails,14.04,2,201610
mlprodict,6.9,1,201802
pyquickhelper,wheezy/sid,33,201601
pyquickhelper,1.6,1,201804
jyquickhelper,18.08,4,201901
mlstatpy,29,1,201901
pymmails,2017.1,1,201707
pyquickhelper,10.13.5,2,201901
jyquickhelper,10.13.1,1,201811
pyquickhelper,6.9,2,201710
pyrsslocal,7,1,201811
mlstatpy,10.14,1,201902
tkinterquickhelper,2018.1,1,201803
pymyinstall,9,8,201902
pyquickhelper,16.04,6,201806
pyquickhelper,10.14.4,1,201902
mlstatpy,,153,201903
pyensae,stable-updates,1,201904
onnxruntime,9,28,201901
manydataapi,16.04,20,201807
mlstatpy,4.2.2,1,201811
pyrsslocal,6.8,1,201611
jyquickhelper,18.08,10,201904
pyquickhelper,8,3,201807
papierstat,,160,201904
pymyinstall,10.14.2,2,201901
pyquickhelper,17.04,3,201801
pyenbc,,114,201901
onnxruntime,16.04,5455,201901
teachpyx,8,1,201801
jyquickhelper,13,2,201903
tkinterquickhelper,18.3,1,201806
jyquickhelper,10.11.6,2,201812
onnxruntime,,1247,201811
pymmails,18.1,1,201704
pyrsslocal,16.10,1,201805
lightmlrestapi,18.04,1,201901
nimbusml,,6600,201812
mlstatpy,,75,201805
pyquickhelper,10.14,7,201902
jupytalk,,255,201902
pyenbc,9,1,201802
papierstat,,209,201811
pyquickhelper,17.04,1,201804
pymyinstall,jessie/sid,31,201705
jyquickhelper,1.6,1,201802
pyensae,10.12.2,1,201612
pyquickhelper,8.4,3,201609
jyquickhelper,10.9,1,201702
pymyinstall,10.12.1,2,201611
teachpyx,,389,201707
jyquickhelper,10.14.3,1,201901
pyquickhelper,10.13.4,5,201809
pyensae,16.04,2,201708
tkinterquickhelper,18.04,5,201807
pyensae,42.1,2,201612
mlstatpy,18.04,7,201905
pyensae,10.14.1,6,201811
pyensae,8.0,3,201808
pyquickhelper,10.11.5,1,201702
pyensae,10.14,4,201901
papierstat,10.13.1,1,201902
jyquickhelper,7,1,201611
nimbusml,10.13.1,1,201906
pyenbc,9,1,201808
papierstat,7.4,1,201905
sparkouille,9,1,201903
jyquickhelper,12.04,37,201705
teachpyx,17.04,1,201702
pymyinstall,7.5,1,201811
pyrsslocal,9,1,201904
pyrsslocal,7,1,201702
pyensae,10.13.4,1,201802
pymyinstall,16.04,5,201701
pymyinstall,17.3,1,201607
pymyinstall,10.14.4,1,201904
jyquickhelper,15.5,1,201712
pyenbc,18.04,13,201902
teachpyx,2,1,201611
jyquickhelper,,725,201704
pymmails,wheezy/sid,8,201603
lightmlrestapi,8,3,201811
pysqllike,,160,201808
pymyinstall,,144,201806
pyensae,10.13.3,4,201902
pymyinstall,17.04,1,201708
jupytalk,,245,201612
mlstatpy,16.04,1,201610
pyquickhelper,2.0,2,201712
tkinterquickhelper,,435,201902
onnxruntime,,567,201809
pyensae,10.14,2,201905
jupytalk,10.13.2,1,201810
papierstat,10.13.6,3,201903
manydataapi,16.04,15,201906
pyquickhelper,2019,1,201902
tkinterquickhelper,2017.3,1,201712
nimbusml,10.14.3,1,201903
jyquickhelper,8,15,201809
onnxruntime,7.5,1,201905
nimbusml,9,4583,201904
pyrsslocal,18.04,9,201905
pyensae,10.12.4,2,201808
tkinterquickhelper,,189,201804
mlinsights,18.04,1,201809
mlstatpy,10.13.4,2,201809
jyquickhelper,18.04,3,201806
pyensae,10.11.6,3,201608
nimbusml,30,1,201905
mlstatpy,wheezy/sid,1,201611
pyensae,10.13.2,1,201712
nimbusml,10.14,5,201810
tkinterquickhelper,14.04,48,201709
mlstatpy,10.13.6,1,201811
mlstatpy,16.04,1,201708
pyquickhelper,12.04,1,201711
pyensae,,2528,201706
pyquickhelper,13,2,201903
pymmails,,1327,201704
pyquickhelper,wheezy/sid,64,201612
papierstat,10.13.5,1,201809
mlstatpy,10.12.6,5,201809
pyquickhelper,2018.4,1,201811
pyquickhelper,1.6,1,201807
pyenbc,9,3,201901
jyquickhelper,10.14.1,3,201905
pymyinstall,10.14.3,1,201903
jyquickhelper,10.10.5,1,201811
